Domain_Name,URL_Depth,Have_At,URL_Length,Redirection,https_Domain,TinyURL,Prefix/Suffix,Result
mic.com,3,-1,1,-1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
paytm.com,2,-1,1,-1,-1,-1,-1,-1
motthegioi.vn,3,-1,1,-1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
thenextweb.com,6,-1,1,-1,-1,-1,-1,-1
extratorrent.cc,3,-1,1,-1,-1,-1,-1,-1
genius.com,3,-1,1,-1,-1,-1,-1,-1
thenextweb.com,5,-1,1,-1,-1,-1,-1,-1
kienthuc.net.vn,2,-1,1,-1,-1,-1,-1,-1
sourceforge.net,3,-1,1,-1,-1,-1,-1,-1
nypost.com,4,-1,1,-1,-1,1,-1,-1
ap.org,4,-1,1,-1,-1,-1,-1,-1
indianexpress.com,4,-1,1,-1,-1,-1,-1,-1
extratorrent.cc,3,-1,1,-1,-1,-1,-1,-1
correios.com.br,5,-1,1,-1,-1,-1,-1,-1
web.de,6,-1,1,-1,-1,-1,-1,-1
noticias.uol.com.br,6,-1,1,-1,-1,-1,-1,-1
bdnews24.com,5,-1,1,-1,-1,-1,-1,-1
kenh14.vn,2,-1,1,-1,-1,-1,-1,-1
codecanyon.net,4,-1,1,-1,-1,-1,-1,-1
tunein.com,2,-1,1,-1,-1,-1,-1,-1
nguyentandung.org,1,-1,1,-1,-1,-1,-1,-1
kickass.to,1,-1,1,-1,-1,-1,-1,-1
weathernews.jp,4,-1,1,-1,-1,-1,-1,-1
atwiki.jp,2,-1,1,-1,-1,-1,-1,-1
plarium.com,5,-1,1,-1,-1,-1,-1,-1
chaturbate.com,3,-1,1,-1,-1,-1,-1,-1
babal.net,4,-1,1,-1,-1,-1,-1,-1
sberbank.ru,9,-1,1,-1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
pikabu.ru,3,-1,1,-1,-1,-1,-1,-1
mirtesen.ru,1,-1,1,-1,-1,-1,-1,-1
mirtesen.ru,1,-1,1,-1,-1,-1,-1,-1
distractify.com,10,-1,1,-1,-1,-1,-1,-1
jalopnik.com,2,-1,1,-1,-1,-1,-1,-1
techcrunch.com,4,-1,1,-1,-1,-1,-1,-1
twitter.com,1,-1,1,-1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
thenextweb.com,6,-1,1,-1,-1,-1,-1,-1
arstechnica.com,4,-1,1,-1,-1,-1,-1,-1
tunein.com,5,-1,1,-1,-1,-1,-1,-1
torrentdn.com,2,-1,1,-1,-1,-1,-1,-1
searchengineland.com,1,-1,1,-1,-1,-1,-1,-1
nesn.com,3,-1,1,-1,-1,-1,-1,-1
paytm.com,2,-1,1,-1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
metro.co.uk,4,-1,1,-1,-1,-1,-1,-1
censor.net.ua,14,-1,1,-1,-1,-1,-1,-1
depositphotos.com,1,-1,1,-1,-1,-1,-1,-1
thenextweb.com,6,-1,1,-1,-1,-1,-1,-1
putlocker.is,1,-1,1,-1,-1,-1,-1,-1
tunein.com,5,-1,1,-1,-1,-1,-1,-1
lifehacker.com,2,-1,1,-1,-1,-1,-1,-1
extratorrent.cc,3,-1,1,-1,-1,-1,-1,-1
mylust.com,3,-1,1,-1,-1,1,-1,-1
buzzfil.net,3,-1,1,-1,-1,-1,-1,-1
censor.net.ua,3,-1,1,-1,-1,-1,-1,-1
ap.org,4,-1,1,-1,-1,-1,-1,-1
akhbarelyom.com,5,-1,1,-1,-1,-1,-1,-1
sourceforge.net,3,-1,1,-1,-1,-1,-1,-1
kakaku.com,6,-1,1,-1,-1,-1,-1,-1
jezebel.com,2,-1,1,-1,-1,-1,-1,-1
grantland.com,2,-1,1,-1,-1,-1,-1,-1
gov.uk,3,-1,1,-1,-1,-1,-1,-1
emgn.com,2,-1,1,-1,-1,-1,-1,-1
bdnews24.com,5,-1,1,-1,-1,-1,-1,-1
web.de,5,-1,1,-1,-1,-1,-1,-1
extratorrent.cc,3,-1,1,-1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
twitter.com,1,-1,1,-1,-1,-1,-1,-1
seekingalpha.com,2,-1,1,-1,-1,-1,-1,-1
web.tv,8,-1,1,-1,-1,-1,-1,-1
indianexpress.com,4,-1,1,-1,-1,-1,-1,-1
web.de,5,-1,1,-1,-1,-1,-1,-1
olx.co.id,7,-1,1,-1,-1,1,-1,-1
mylust.com,3,-1,1,-1,-1,1,-1,-1
babal.net,4,-1,1,-1,-1,-1,-1,-1
techcrunch.com,4,-1,1,-1,-1,-1,-1,-1
distractify.com,10,-1,1,-1,-1,-1,-1,-1
kakaku.com,6,-1,1,-1,-1,-1,-1,-1
metro.co.uk,4,-1,1,-1,-1,-1,-1,-1
kienthuc.net.vn,2,-1,1,-1,-1,-1,-1,-1
web.de,5,-1,1,-1,-1,-1,-1,-1
thenextweb.com,6,-1,1,-1,-1,-1,-1,-1
gov.uk,3,-1,1,-1,-1,-1,-1,-1
olx.ua,4,-1,1,-1,-1,-1,-1,-1
olx.pl,3,-1,1,-1,-1,-1,-1,-1
babal.net,3,-1,1,-1,-1,-1,-1,-1
correios.com.br,4,-1,1,-1,-1,-1,-1,-1
myspace.com,5,-1,1,-1,-1,-1,-1,-1
indianexpress.com,3,-1,1,-1,-1,-1,-1,-1
web.de,5,-1,1,-1,-1,-1,-1,-1
olx.in,3,-1,1,-1,-1,-1,-1,-1
squarespace.com,5,-1,1,-1,-1,-1,-1,-1
privatbank.ua,4,-1,1,-1,-1,-1,-1,-1
distractify.com,10,-1,1,-1,-1,-1,-1,-1
tunein.com,5,-1,1,-1,-1,-1,-1,-1
thenextweb.com,6,-1,1,-1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
distractify.com,10,-1,1,-1,-1,-1,-1,-1
extratorrent.cc,3,-1,1,-1,-1,-1,-1,-1
xhamster.com,3,-1,1,-1,-1,-1,-1,-1
perezhilton.com,1,-1,1,-1,-1,-1,-1,-1
comicbook.com,4,-1,1,-1,-1,-1,-1,-1
paytm.com,8,-1,1,-1,-1,-1,-1,-1
grantland.com,2,-1,1,-1,-1,-1,-1,-1
distractify.com,10,-1,1,-1,-1,-1,-1,-1
thenextweb.com,6,-1,1,-1,-1,-1,-1,-1
icicibank.com,5,-1,1,-1,-1,-1,-1,-1
deadspin.com,2,-1,1,-1,-1,-1,-1,-1
udn.com,4,-1,1,-1,-1,-1,-1,-1
bestblackhatforum.com,1,-1,1,-1,-1,-1,-1,-1
quizlet.com,1,-1,1,-1,-1,1,-1,-1
depositphotos.com,2,-1,1,-1,-1,-1,-1,-1
pitchfork.com,3,-1,1,-1,-1,-1,-1,-1
emgn.com,2,-1,1,-1,-1,-1,-1,-1
katproxy.com,1,-1,1,-1,-1,-1,-1,-1
elitedaily.com,3,-1,1,-1,-1,-1,-1,-1
extratorrent.cc,3,-1,1,-1,-1,-1,-1,-1
pornsharing.com,1,-1,1,-1,-1,-1,-1,-1
thenextweb.com,7,-1,1,-1,-1,-1,-1,-1
distractify.com,10,-1,1,-1,-1,-1,-1,-1
atwiki.jp,2,-1,1,-1,-1,-1,-1,-1
codecanyon.net,4,-1,1,-1,-1,-1,-1,-1
interpark.com,2,-1,1,-1,-1,-1,-1,-1
gtbank.com,5,-1,1,-1,-1,-1,-1,-1
medium.com,2,1,1,-1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
correios.com.br,8,1,1,-1,-1,-1,-1,-1
olx.pl,7,-1,1,-1,-1,-1,-1,-1
distractify.com,10,-1,1,-1,-1,-1,-1,-1
twitter.com,1,-1,1,-1,-1,-1,-1,-1
distractify.com,10,-1,1,-1,-1,-1,-1,-1
depositphotos.com,1,-1,1,-1,-1,-1,-1,-1
interpark.com,2,-1,1,-1,-1,-1,-1,-1
zozo.jp,2,-1,1,-1,-1,-1,-1,-1
persianblog.ir,4,-1,1,-1,-1,-1,-1,-1
onedio.com,2,-1,1,-1,-1,-1,-1,-1
hollywoodlife.com,4,-1,1,-1,-1,-1,-1,-1
fortune.com,4,-1,1,-1,-1,-1,-1,-1
ringring.vn,1,-1,1,-1,-1,-1,-1,-1
nguyentandung.org,1,-1,1,-1,-1,-1,-1,-1
buzzfil.net,4,-1,1,-1,-1,-1,-1,-1
thenextweb.com,6,-1,1,-1,-1,-1,-1,-1
fanpage.gr,2,-1,1,-1,-1,-1,-1,-1
extratorrent.cc,3,-1,1,-1,-1,-1,-1,-1
mylust.com,3,-1,1,-1,-1,1,-1,-1
nguyentandung.org,1,-1,1,-1,-1,-1,-1,-1
babal.net,4,-1,1,-1,-1,-1,-1,-1
thechive.com,4,-1,1,-1,-1,-1,-1,-1
thenextweb.com,7,-1,1,-1,-1,-1,-1,-1
babal.net,4,-1,1,-1,-1,-1,-1,-1
pikabu.ru,3,-1,1,-1,-1,-1,-1,-1
variety.com,8,-1,1,-1,-1,-1,-1,-1
otomoto.pl,3,-1,1,-1,-1,-1,-1,-1
elitedaily.com,4,-1,1,-1,-1,-1,-1,-1
twitter.com,1,-1,1,-1,-1,-1,-1,-1
olx.ro,7,-1,1,-1,-1,-1,-1,-1
fazenda.gov.br,3,-1,1,-1,-1,-1,-1,-1
bdnews24.com,5,-1,1,-1,-1,-1,-1,-1
emgn.com,2,-1,1,-1,-1,-1,-1,-1
superuser.com,3,-1,1,-1,-1,-1,-1,-1
mic.com,3,-1,1,-1,-1,-1,-1,-1
olx.ro,7,-1,1,-1,-1,-1,-1,-1
momoshop.com.tw,2,-1,1,-1,-1,-1,-1,-1
variety.com,4,-1,1,-1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
grantland.com,2,-1,1,-1,-1,-1,-1,-1
1337x.to,3,-1,1,-1,-1,-1,-1,-1
thenextweb.com,6,-1,1,-1,-1,-1,-1,-1
kotaku.com,2,-1,1,-1,-1,-1,-1,-1
distractify.com,10,-1,1,-1,-1,-1,-1,-1
katproxy.com,1,-1,1,-1,-1,-1,-1,-1
stackoverflow.com,3,-1,1,-1,-1,-1,-1,-1
aljazeera.net,6,-1,1,-1,-1,-1,-1,-1
pikabu.ru,3,-1,1,-1,-1,-1,-1,-1
extratorrent.cc,3,-1,1,-1,-1,-1,-1,-1
qz.com,2,-1,1,-1,-1,-1,-1,-1
serverfault.com,3,-1,1,-1,-1,1,-1,-1
distractify.com,10,-1,1,-1,-1,-1,-1,-1
twitter.com,1,-1,1,-1,-1,-1,-1,-1
depositphotos.com,2,-1,1,-1,-1,-1,-1,-1
ecnavi.jp,1,-1,1,1,-1,-1,-1,-1
wpengine.com,4,-1,1,-1,-1,-1,-1,-1
prezi.com,4,-1,1,-1,-1,-1,-1,-1
mylust.com,3,-1,1,-1,-1,1,-1,-1
aljazeera.net,6,-1,1,-1,-1,-1,-1,-1
katproxy.com,3,-1,1,-1,-1,-1,-1,-1
indianexpress.com,3,-1,1,-1,-1,-1,-1,-1
smallseotools.com,2,-1,1,-1,-1,-1,-1,-1
mirtesen.ru,2,-1,1,-1,-1,-1,-1,-1
web.de,5,-1,1,-1,-1,-1,-1,-1
mashable.com,6,-1,1,-1,-1,-1,-1,-1
yourlust.com,2,-1,1,-1,-1,1,-1,-1
serverfault.com,3,-1,1,-1,-1,1,-1,-1
kakaku.com,6,-1,1,-1,-1,-1,-1,-1
twitter.com,1,-1,1,-1,-1,-1,-1,-1
plarium.com,5,-1,1,-1,-1,-1,-1,-1
extratorrent.cc,3,-1,1,-1,-1,-1,-1,-1
mirtesen.ru,1,-1,1,-1,-1,-1,-1,-1
indianexpress.com,4,-1,1,-1,-1,-1,-1,-1
medium.com,2,1,1,-1,-1,-1,-1,-1
patch.com,3,-1,1,-1,-1,-1,-1,-1
popupads.ir,1,-1,1,-1,-1,-1,-1,-1
grantland.com,2,-1,1,-1,-1,-1,-1,-1
twitter.com,1,-1,1,-1,-1,-1,-1,-1
haberler.com,2,-1,1,-1,-1,-1,-1,-1
techcrunch.com,4,-1,1,-1,-1,-1,-1,-1
buzzfil.net,3,-1,1,-1,-1,-1,-1,-1
twitter.com,1,-1,1,-1,-1,-1,-1,-1
olx.co.id,7,-1,1,-1,-1,1,-1,-1
extratorrent.cc,3,-1,1,-1,-1,-1,-1,-1
emgn.com,2,-1,1,-1,-1,-1,-1,-1
dantri.com.vn,2,-1,1,-1,-1,-1,-1,-1
1337x.to,3,-1,1,-1,-1,-1,-1,-1
atwiki.jp,5,-1,1,-1,-1,-1,-1,-1
emgn.com,2,-1,1,-1,-1,-1,-1,-1
wpengine.com,2,-1,1,-1,-1,-1,-1,-1
emgn.com,2,-1,1,-1,-1,-1,-1,-1
emgn.com,2,-1,1,-1,-1,-1,-1,-1
tinnhanh360.net,1,-1,1,-1,-1,-1,-1,-1
askubuntu.com,3,-1,1,-1,-1,-1,-1,-1
perezhilton.com,2,-1,1,-1,-1,-1,-1,-1
espn.go.com,6,-1,1,-1,-1,-1,-1,-1
web.de,6,-1,1,-1,-1,-1,-1,-1
sourceforge.net,3,-1,1,-1,-1,-1,-1,-1
correios.com.br,3,-1,1,-1,-1,-1,-1,-1
searchengineland.com,1,-1,1,-1,-1,-1,-1,-1
kotaku.com,2,-1,1,-1,-1,-1,-1,-1
mic.com,3,-1,1,-1,-1,-1,-1,-1
twitter.com,1,-1,1,-1,-1,-1,-1,-1
mic.com,3,-1,1,-1,-1,-1,-1,-1
hollywoodlife.com,4,-1,1,-1,-1,-1,-1,-1
tinnhanh360.net,1,-1,1,-1,-1,-1,-1,-1
babal.net,4,-1,1,-1,-1,-1,-1,-1
interpark.com,2,-1,1,-1,-1,-1,-1,-1
telegraf.com.ua,3,-1,1,-1,-1,-1,-1,-1
censor.net.ua,14,-1,1,-1,-1,-1,-1,-1
distractify.com,2,-1,1,-1,-1,-1,-1,-1
qz.com,2,-1,1,-1,-1,-1,-1,-1
variety.com,8,-1,1,-1,-1,-1,-1,-1
nymag.com,10,-1,1,-1,-1,-1,-1,-1
putlocker.is,1,-1,1,-1,-1,-1,-1,-1
icicibank.com,3,-1,1,-1,-1,-1,-1,-1
indianexpress.com,4,-1,1,-1,-1,-1,-1,-1
xhamster.com,3,-1,1,-1,-1,-1,-1,-1
distractify.com,10,-1,1,-1,-1,-1,-1,-1
motthegioi.vn,2,-1,1,-1,-1,-1,-1,-1
techcrunch.com,4,-1,1,-1,-1,-1,-1,-1
slickdeals.net,2,-1,1,-1,-1,-1,-1,-1
otomoto.pl,4,-1,1,-1,-1,-1,-1,-1
perezhilton.com,1,-1,1,-1,-1,-1,-1,-1
web.de,4,-1,1,-1,-1,-1,-1,-1
censor.net.ua,3,-1,1,-1,-1,-1,-1,-1
xhamster.com,3,-1,1,-1,-1,-1,-1,-1
grantland.com,2,-1,1,-1,-1,-1,-1,-1
hdfcbank.com,4,-1,1,-1,-1,-1,-1,-1
wikiwiki.jp,1,-1,1,-1,-1,-1,-1,-1
web.de,4,-1,1,-1,-1,-1,-1,-1
twitter.com,1,-1,1,-1,-1,-1,-1,-1
olx.pl,7,-1,1,-1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
otomoto.pl,7,-1,1,-1,-1,-1,-1,-1
bleacherreport.com,2,-1,1,-1,-1,1,-1,-1
interpark.com,2,-1,1,-1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
thenextweb.com,7,-1,1,-1,-1,-1,-1,-1
kickass.to,1,-1,1,-1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
emgn.com,2,-1,1,-1,-1,-1,-1,-1
hdfcbank.com,5,-1,1,-1,-1,-1,-1,-1
searchengineland.com,1,-1,1,-1,-1,-1,-1,-1
correios.com.br,5,-1,1,-1,-1,-1,-1,-1
extratorrent.cc,3,-1,1,-1,-1,-1,-1,-1
motthegioi.vn,3,-1,1,-1,-1,-1,-1,-1
caixa.gov.br,4,-1,1,-1,-1,-1,-1,-1
digg.com,2,-1,1,-1,-1,-1,-1,-1
allegro.pl,2,-1,1,-1,-1,-1,-1,-1
fazenda.gov.br,3,-1,1,-1,-1,-1,-1,-1
bdnews24.com,5,-1,1,-1,-1,-1,-1,-1
nesn.com,3,-1,1,-1,-1,-1,-1,-1
tobogo.net,2,-1,1,-1,-1,-1,-1,-1
slashdot.org,3,-1,1,-1,-1,-1,-1,-1
bigcinema.tv,2,-1,1,-1,-1,-1,-1,-1
web.de,3,-1,1,-1,-1,-1,-1,-1
indianexpress.com,3,-1,1,-1,-1,-1,-1,-1
nymag.com,9,-1,1,-1,-1,-1,-1,-1
distractify.com,10,-1,1,-1,-1,-1,-1,-1
otomoto.pl,2,-1,1,-1,-1,-1,-1,-1
torrentdn.com,2,-1,1,-1,-1,-1,-1,-1
mic.com,3,-1,1,-1,-1,-1,-1,-1
momoshop.com.tw,2,-1,1,-1,-1,-1,-1,-1
olx.co.id,7,-1,1,-1,-1,1,-1,-1
buzzfil.net,4,-1,1,-1,-1,-1,-1,-1
sourceforge.net,3,-1,1,-1,-1,-1,-1,-1
otomoto.pl,4,-1,1,-1,-1,-1,-1,-1
babal.net,4,-1,1,-1,-1,-1,-1,-1
doodle.com,2,-1,1,-1,-1,-1,-1,-1
babal.net,3,-1,1,-1,-1,-1,-1,-1
jalopnik.com,2,-1,1,-1,-1,-1,-1,-1
correios.com.br,5,-1,1,-1,-1,-1,-1,-1
codecanyon.net,4,-1,1,-1,-1,-1,-1,-1
olx.co.id,2,-1,1,-1,-1,1,-1,-1
ecnavi.jp,1,-1,1,1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
udn.com,4,-1,1,-1,-1,-1,-1,-1
mylust.com,3,-1,1,-1,-1,1,-1,-1
olx.ro,7,-1,1,-1,-1,-1,-1,-1
censor.net.ua,3,-1,1,-1,-1,-1,-1,-1
indianexpress.com,4,-1,1,-1,-1,-1,-1,-1
techcrunch.com,4,-1,1,-1,-1,-1,-1,-1
wikimapia.org,3,-1,1,-1,-1,-1,-1,-1
tobogo.net,2,-1,1,-1,-1,-1,-1,-1
perezhilton.com,1,-1,1,-1,-1,-1,-1,-1
aljazeera.net,4,-1,1,-1,-1,-1,-1,-1
tobogo.net,2,-1,1,-1,-1,-1,-1,-1
themeforest.net,3,-1,1,-1,-1,-1,-1,-1
themeforest.net,4,-1,1,-1,-1,-1,-1,-1
nesn.com,3,-1,1,-1,-1,-1,-1,-1
pikabu.ru,2,-1,1,-1,-1,-1,-1,-1
searchengineland.com,1,-1,1,-1,-1,-1,-1,-1
interpark.com,2,-1,1,-1,-1,-1,-1,-1
depositphotos.com,1,-1,1,-1,-1,-1,-1,-1
espn.go.com,8,-1,1,-1,-1,-1,-1,-1
nesn.com,3,-1,1,-1,-1,-1,-1,-1
deadspin.com,2,-1,1,-1,-1,-1,-1,-1
extratorrent.cc,3,-1,1,-1,-1,-1,-1,-1
kienthuc.net.vn,2,-1,1,-1,-1,-1,-1,-1
tune.pk,3,-1,1,-1,-1,-1,-1,-1
couchtuner.eu.com,3,-1,1,-1,-1,-1,-1,-1
atwiki.jp,2,-1,1,-1,-1,-1,-1,-1
genius.com,3,-1,1,-1,-1,-1,-1,-1
nguyentandung.org,1,-1,1,-1,-1,-1,-1,-1
ecnavi.jp,1,-1,1,1,-1,-1,-1,-1
tune.pk,3,-1,1,-1,-1,-1,-1,-1
thenextweb.com,5,-1,1,-1,-1,-1,-1,-1
extratorrent.cc,3,-1,1,-1,-1,-1,-1,-1
jezebel.com,1,-1,1,-1,-1,-1,-1,-1
ap.org,4,-1,1,-1,-1,-1,-1,-1
cheezburger.com,2,-1,1,-1,-1,-1,-1,-1
qz.com,2,-1,1,-1,-1,-1,-1,-1
genius.com,3,-1,1,-1,-1,-1,-1,-1
tinnhanh360.net,1,-1,1,-1,-1,-1,-1,-1
interpark.com,2,-1,1,-1,-1,-1,-1,-1
io9.com,2,-1,1,-1,-1,-1,-1,-1
gtbank.com,5,-1,1,-1,-1,-1,-1,-1
olx.co.id,2,-1,1,-1,-1,1,-1,-1
sourceforge.net,3,-1,1,-1,-1,-1,-1,-1
allrecipes.com,4,-1,1,-1,-1,-1,-1,-1
rt.com,3,-1,1,-1,-1,1,-1,-1
icicibank.com,3,-1,1,-1,-1,-1,-1,-1
extratorrent.cc,3,-1,1,-1,-1,-1,-1,-1
tunein.com,5,-1,1,-1,-1,-1,-1,-1
atwiki.jp,2,-1,1,-1,-1,-1,-1,-1
wikiwiki.jp,1,-1,1,-1,-1,-1,-1,-1
maybank2u.com.my,4,-1,1,-1,-1,-1,-1,-1
techcrunch.com,3,-1,1,-1,-1,-1,-1,-1
mic.com,3,-1,1,-1,-1,-1,-1,-1
getpocket.com,1,-1,1,1,-1,1,-1,-1
extratorrent.cc,3,-1,1,-1,-1,-1,-1,-1
iconosquare.com,3,-1,1,-1,-1,-1,-1,-1
twitter.com,1,-1,1,-1,-1,-1,-1,-1
censor.net.ua,3,-1,1,-1,-1,-1,-1,-1
tinnhanh360.net,1,-1,1,-1,-1,-1,-1,-1
kenh14.vn,2,-1,1,-1,-1,-1,-1,-1
indianexpress.com,3,-1,1,-1,-1,-1,-1,-1
motthegioi.vn,3,-1,1,-1,-1,-1,-1,-1
dantri.com.vn,2,-1,1,-1,-1,-1,-1,-1
udn.com,4,-1,1,-1,-1,-1,-1,-1
thenextweb.com,6,-1,1,-1,-1,-1,-1,-1
twitter.com,1,-1,1,-1,-1,-1,-1,-1
thenextweb.com,6,-1,1,-1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
uproxx.com,4,-1,1,-1,-1,1,-1,-1
elcomercio.pe,3,-1,1,-1,-1,-1,-1,-1
elitedaily.com,5,-1,1,-1,-1,-1,-1,-1
500px.com,3,-1,1,-1,-1,1,-1,-1
momoshop.com.tw,2,-1,1,-1,-1,-1,-1,-1
allegro.pl,1,-1,1,-1,-1,-1,-1,-1
nguyentandung.org,1,-1,1,-1,-1,-1,-1,-1
udn.com,4,-1,1,-1,-1,-1,-1,-1
ap.org,4,-1,1,-1,-1,-1,-1,-1
ringring.vn,1,-1,1,-1,-1,-1,-1,-1
twitter.com,1,-1,1,-1,-1,-1,-1,-1
thenextweb.com,7,-1,1,-1,-1,-1,-1,-1
mic.com,3,-1,1,-1,-1,-1,-1,-1
mentalfloss.com,3,-1,1,-1,-1,-1,-1,-1
mic.com,3,-1,1,-1,-1,-1,-1,-1
gov.uk,3,-1,1,-1,-1,-1,-1,-1
medium.com,2,-1,1,-1,-1,-1,-1,-1
seesaawiki.jp,3,-1,1,-1,-1,-1,-1,-1
ecnavi.jp,1,-1,1,1,-1,-1,-1,-1
interpark.com,2,-1,1,-1,-1,-1,-1,-1
sourceforge.net,3,-1,1,-1,-1,-1,-1,-1
stackoverflow.com,3,-1,1,-1,-1,-1,-1,-1
mylust.com,3,-1,1,-1,-1,1,-1,-1
depositphotos.com,1,-1,1,-1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
diply.com,3,-1,1,-1,-1,-1,-1,-1
fazenda.gov.br,4,-1,1,-1,-1,-1,-1,-1
elcomercio.pe,3,-1,1,-1,-1,-1,-1,-1
correios.com.br,4,-1,1,-1,-1,-1,-1,-1
telegraf.com.ua,2,-1,1,-1,-1,-1,-1,-1
digg.com,2,-1,1,-1,-1,-1,-1,-1
torcache.net,2,-1,1,-1,-1,-1,-1,-1
mylust.com,3,-1,1,-1,-1,1,-1,-1
